file,start_time,end_time,A NE Pacific,B NE Pacific
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,137960,137990,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,201040,201070,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,82160,82190,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,123920,123950,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,217800,217830,1,1
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,104640,104670,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,147580,147610,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,164500,164530,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,214600,214630,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,209540,209570,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,102580,102610,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,82880,82910,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,87560,87590,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,93040,93070,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,38880,38910,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,215460,215490,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,229080,229110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,191200,191230,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,114700,114730,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,16620,16650,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,210320,210350,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,181740,181770,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,198460,198490,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,179060,179090,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,114040,114070,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,209860,209890,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,150520,150550,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,75640,75670,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,162720,162750,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,123720,123750,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,218340,218370,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,168560,168590,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,205720,205750,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,97100,97130,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,178580,178610,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,185420,185450,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,97280,97310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,212300,212330,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,121080,121110,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,28120,28150,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,107540,107570,1,1
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,91900,91930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,107240,107270,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,220,250,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,168200,168230,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,196000,196030,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,71700,71730,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,111480,111510,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,54940,54970,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,73720,73750,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,8600,8630,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,166280,166310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,113480,113510,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,160220,160250,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,211400,211430,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,165600,165630,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,95100,95130,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,29840,29870,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,120100,120130,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,179080,179110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,160980,161010,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,101640,101670,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,1880,1910,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,224300,224330,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,113060,113090,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,232400,232430,1,1
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,38900,38930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,163600,163630,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,126420,126450,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,122900,122930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,141940,141970,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,160100,160130,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,110200,110230,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,195260,195290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,234440,234470,1,1
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,152260,152290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,4740,4770,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,167880,167910,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,118220,118250,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,126400,126430,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,117260,117290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,97820,97850,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,165100,165130,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,225360,225390,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,56320,56350,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,201240,201270,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,168600,168630,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,167300,167330,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,152220,152250,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,198000,198030,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,460,490,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,140400,140430,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,1900,1930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,229600,229630,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,184480,184510,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,31920,31950,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,103360,103390,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,148720,148750,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,222780,222810,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,198660,198690,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,202000,202030,1,1
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,87620,87650,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,215080,215110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,134540,134570,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,93680,93710,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,218480,218510,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,171080,171110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,203520,203550,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,31600,31630,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,54480,54510,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,212160,212190,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,148280,148310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,115860,115890,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,144860,144890,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,219260,219290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,164260,164290,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,160080,160110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,148580,148610,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,230760,230790,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,219340,219370,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,143740,143770,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,115380,115410,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,168840,168870,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,123520,123550,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,83080,83110,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,107880,107910,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,5200,5230,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,100500,100530,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,121940,121970,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,105060,105090,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,214240,214270,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,121220,121250,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,121200,121230,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,148500,148530,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,177500,177530,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,226820,226850,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,222040,222070,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,178340,178370,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,96800,96830,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,181120,181150,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,5920,5950,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,189360,189390,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,117060,117090,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,105460,105490,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,108420,108450,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,147580,147610,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,6220,6250,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,2500,2530,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,199820,199850,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,208340,208370,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,107260,107290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,51200,51230,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,198260,198290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,100680,100710,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,167760,167790,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,199140,199170,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,231920,231950,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,145040,145070,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,144320,144350,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,29220,29250,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,152900,152930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,55400,55430,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,212880,212910,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,234280,234310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,93100,93130,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,206080,206110,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,55080,55110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,206680,206710,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,172440,172470,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,146440,146470,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,51640,51670,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,230740,230770,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,98080,98110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,169100,169130,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,151620,151650,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,201080,201110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,160840,160870,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,171560,171590,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,38420,38450,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,1000,1030,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,52700,52730,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,15160,15190,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,167980,168010,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,206700,206730,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,112640,112670,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,171840,171870,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,30000,30030,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,202900,202930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,15820,15850,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,118260,118290,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,212720,212750,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,6360,6390,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,223840,223870,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,234740,234770,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,89360,89390,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,165740,165770,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,220260,220290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,89200,89230,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,28100,28130,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,81520,81550,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,118280,118310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,89080,89110,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,207820,207850,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,165480,165510,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,137340,137370,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,72720,72750,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,1760,1790,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,201360,201390,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,232260,232290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,88140,88170,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,40780,40810,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,9940,9970,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,215060,215090,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,196860,196890,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,45880,45910,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,92460,92490,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,198600,198630,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,217820,217850,1,1
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,214140,214170,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,30120,30150,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,203020,203050,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,56680,56710,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,203660,203690,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,230880,230910,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,151280,151310,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,145260,145290,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,146240,146270,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,28920,28950,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,121440,121470,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,198380,198410,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,127780,127810,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,110840,110870,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,234180,234210,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,5020,5050,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,213800,213830,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,209060,209090,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,196880,196910,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,232420,232450,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,30540,30570,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,105380,105410,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,168420,168450,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,102380,102410,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,39960,39990,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,88520,88550,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,205700,205730,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,152500,152530,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,103940,103970,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,107460,107490,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,212860,212890,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,212800,212830,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,34580,34610,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,164140,164170,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,222820,222850,1,1
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,138660,138690,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,177480,177510,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,39940,39970,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,55340,55370,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,54960,54990,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,199700,199730,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,102880,102910,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,211280,211310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,233200,233230,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,2760,2790,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,198500,198530,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,172300,172330,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,1180,1210,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,34280,34310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,194500,194530,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,230180,230210,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,53420,53450,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,32420,32450,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,179200,179230,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,203160,203190,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,164020,164050,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,230660,230690,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,31040,31070,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,87280,87310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,166960,166990,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,168700,168730,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,102320,102350,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,15800,15830,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,115980,116010,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,202260,202290,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,212460,212490,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,169440,169470,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,167420,167450,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,10380,10410,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,127880,127910,1,1
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,204120,204150,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,144780,144810,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,74480,74510,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,8900,8930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,79820,79850,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,199120,199150,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,205460,205490,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,179320,179350,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,6060,6090,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,8420,8450,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,202280,202310,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,66920,66950,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,26860,26890,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,221200,221230,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,9800,9830,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,143980,144010,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,36560,36590,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,92340,92370,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,151780,151810,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,102600,102630,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,120800,120830,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,15960,15990,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,213980,214010,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,135840,135870,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,232040,232070,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,98060,98090,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,150760,150790,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,165000,165030,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,122240,122270,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,32180,32210,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,162700,162730,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,136340,136370,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,205300,205330,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,91500,91530,1,0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,212900,212930,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,92620,92650,1,0
..\..\data\raw\DCPP01A_d01_121112_122652.d100.x.wav,152420,152450,1,0
